,post_url,category_labels
790,https://directory.art/artist/sturec/post/1368a6a552474d114ff3a7003feced2e5840/,"['3D art', 'Abstract art', 'Animation', 'Digital art', 'Illustration', 'NFT art', 'Tattoo art']"
791,https://directory.art/artist/anomalit/post/1370da35b706ce1f45abaf6ead6c354a2fdc/,"['3D art', 'Abstract art', 'Digital art', 'Fashion', 'Illustration', 'Installation art', 'NFT art', 'Painting', 'Sculpture', 'Street art']"
792,https://directory.art/artist/anomalit/post/137099cd54381aca4a4abdfede7121ff0542/,"['3D art', 'Abstract art', 'Digital art', 'Fashion', 'Illustration', 'Installation art', 'NFT art', 'Painting', 'Sculpture', 'Street art']"
793,https://directory.art/artist/anomalit/post/137022343d389d674040ab289121420e7f1a/,"['3D art', 'Abstract art', 'Digital art', 'Fashion', 'Illustration', 'Installation art', 'NFT art', 'Painting', 'Sculpture', 'Street art']"
794,https://directory.art/artist/anomalit/post/13705592413a4afe43e5a1be44c871341533/,"['3D art', 'Abstract art', 'Digital art', 'Fashion', 'Illustration', 'Installation art', 'NFT art', 'Painting', 'Sculpture', 'Street art']"
795,https://directory.art/artist/anomalit/post/1370eec22296027042468e84f7a828ee4ed4/,"['3D art', 'Abstract art', 'Digital art', 'Fashion', 'Illustration', 'Installation art', 'NFT art', 'Painting', 'Sculpture', 'Street art']"
796,https://directory.art/artist/anomalit/post/1370ff2b8e67546546db886e7cbd9d972746/,"['3D art', 'Abstract art', 'Digital art', 'Fashion', 'Illustration', 'Installation art', 'NFT art', 'Painting', 'Sculpture', 'Street art']"
797,https://directory.art/artist/anomalit/post/13705cbfc69b91b447589ba5dc217c6fbb02/,"['3D art', 'Abstract art', 'Digital art', 'Fashion', 'Illustration', 'Installation art', 'NFT art', 'Painting', 'Sculpture', 'Street art']"
798,https://directory.art/artist/cachli/post/1391ace37e5378af44b9ab24952b07a2aec2/,"['3D art', 'Animation', 'NFT art']"
799,https://directory.art/artist/sharlynenazari/post/1394a496dd5d662248d595a19cbf7636fd54/,"['3D art', 'Digital art', 'Drawing', 'Graphic design', 'Illustration', 'Industrial design', 'NFT art', 'Painting']"
800,https://directory.art/artist/sharlynenazari/post/1394cc5367c9f77448379ae20110d539ecfd/,"['3D art', 'Digital art', 'Drawing', 'Graphic design', 'Illustration', 'Industrial design', 'NFT art', 'Painting']"
801,https://directory.art/artist/sharlynenazari/post/13944b90cc43d8c344a7a2985bf53f5eef00/,"['3D art', 'Digital art', 'Drawing', 'Graphic design', 'Illustration', 'Industrial design', 'NFT art', 'Painting']"
802,https://directory.art/artist/panoramicps/post/1462afc4fd03aff04f9e821574af2552b016/,"['3D art', 'Animation', 'Digital art', 'Game design', 'NFT art']"
803,https://directory.art/artist/panoramicps/post/1462e3ff81c8d9234e40a0d2cee6115b9d6c/,"['3D art', 'Animation', 'Digital art', 'Game design', 'NFT art']"
804,https://directory.art/artist/panoramicps/post/14625ef5d222bba842a99480f10d94d6ad10/,"['3D art', 'Animation', 'Digital art', 'Game design', 'NFT art']"
805,https://directory.art/artist/panoramicps/post/1462a6dbcc6adefd4583afe711ec6c6c97ac/,"['3D art', 'Animation', 'Digital art', 'Game design', 'NFT art']"
806,https://directory.art/artist/themainugly/post/14658131fb0bec0f45d3a01cd777babba8c6/,"['3D art', 'Abstract art', 'Animation', 'Digital art', 'Graffiti', 'Graphic design', 'Illustration', 'NFT art', 'Painting', 'Pop art']"
807,https://directory.art/artist/statuette/post/754fd48522baa0c4fbfa45e7543a54fe2ab/,"['3D art', 'Abstract art', 'NFT art', 'Sculpture']"
808,https://directory.art/artist/statuette/post/754ee658f5effba40c1a10cca9ab4fb457e/,"['3D art', 'Abstract art', 'NFT art', 'Sculpture']"
809,https://directory.art/artist/nico/post/1482da75fb35a87a4ffcb59bc0baa5b90628/,"['3D art', 'Architecture', 'Digital art', 'NFT art', 'Photography']"
810,https://directory.art/artist/nico/post/1482dc721b7b14224afb943a918e03d1a744/,"['3D art', 'Architecture', 'Digital art', 'NFT art', 'Photography']"
811,https://directory.art/artist/nico/post/1482707234648ddb4c0d84e1bcb18ce9d48a/,"['3D art', 'Architecture', 'Digital art', 'NFT art', 'Photography']"
812,https://directory.art/artist/nico/post/14827856c40c246a4345a5a1f8b9d4a12bbc/,"['3D art', 'Architecture', 'Digital art', 'NFT art', 'Photography']"
813,https://directory.art/artist/nico/post/1482ea65dafc556144cc8b8edcff4a947322/,"['3D art', 'Architecture', 'Digital art', 'NFT art', 'Photography']"
814,https://directory.art/artist/nico/post/1482269341f68169461c9215ab1cd2ed38cc/,"['3D art', 'Architecture', 'Digital art', 'NFT art', 'Photography']"
815,https://directory.art/artist/nico/post/14821a20c29c55b643db8271b0b72980dd9f/,"['3D art', 'Architecture', 'Digital art', 'NFT art', 'Photography']"
816,https://directory.art/artist/nico/post/14826a6e1ef123ea4c2a83c4f44d599878b0/,"['3D art', 'Architecture', 'Digital art', 'NFT art', 'Photography']"
817,https://directory.art/artist/yurimo/post/1483bfa4fda7cdc94f12ad2d6416a1808f36/,"['3D art', 'Digital art']"
818,https://directory.art/artist/yurimo/post/148359312cf919874e60b29fadb519bb61c8/,"['3D art', 'Digital art']"
819,https://directory.art/artist/yurimo/post/14837106e47827ea4136bb753c8497e19639/,"['3D art', 'Digital art']"
820,https://directory.art/artist/saharshavikloo/post/14903b401e25c02d4472bd84f9835a14db87/,"['3D art', 'Abstract art', 'Graphic design', 'Illustration', 'Magic and illusion']"
821,https://directory.art/artist/saharshavikloo/post/1490f13d51ee848f4de48a90a35da2d43017/,"['3D art', 'Abstract art', 'Graphic design', 'Illustration', 'Magic and illusion']"
822,https://directory.art/artist/saharshavikloo/post/1490c131139b5e6c45868241eeb7624d7da1/,"['3D art', 'Abstract art', 'Graphic design', 'Illustration', 'Magic and illusion']"
823,https://directory.art/artist/saharshavikloo/post/149001ba34cffb3c4263b0928b6b5685e1ae/,"['3D art', 'Abstract art', 'Graphic design', 'Illustration', 'Magic and illusion']"
824,https://directory.art/artist/florenaux/post/150023a7923f1258441f99a2e4bd7ff3931a/,"['3D art', 'Abstract art', 'Conceptual art', 'Digital art', 'NFT art']"
825,https://directory.art/artist/florenaux/post/1500842d843ea05a4185b4ea1ac07ffead43/,"['3D art', 'Abstract art', 'Conceptual art', 'Digital art', 'NFT art']"
826,https://directory.art/artist/florenaux/post/15001907aa06557242ac85a2fde9633b919d/,"['3D art', 'Abstract art', 'Conceptual art', 'Digital art', 'NFT art']"
827,https://directory.art/artist/ate/post/1498ed93230157e44ce7b2e74fe3fa1aea9e/,"['3D art', 'Digital art', 'NFT art']"
828,https://directory.art/artist/ate/post/1498ed26fcb9a6e44eddb39286945b9b58a2/,"['3D art', 'Digital art', 'NFT art']"
829,https://directory.art/artist/ate/post/149876ec2427bbe94d59a2c006c75f760b44/,"['3D art', 'Digital art', 'NFT art']"
830,https://directory.art/artist/ate/post/14984a8a56f21e8a455998109937db43e9a2/,"['3D art', 'Digital art', 'NFT art']"
831,https://directory.art/artist/ate/post/1498b54f3f7ee2bd4ad69c73f4347648ec8b/,"['3D art', 'Digital art', 'NFT art']"
832,https://directory.art/artist/ate/post/1498181e6385746a49eb9cbce740f7a6d119/,"['3D art', 'Digital art', 'NFT art']"
833,https://directory.art/artist/farboduniqueart/post/11614d45652510c14e1694d8c0162ac4e7db/,"['3D art', 'Digital art', 'Industrial design', 'NFT art']"
834,https://directory.art/artist/farboduniqueart/post/1161b875d0b92b1e4a07bd66f66db3a08bdf/,"['3D art', 'Digital art', 'Industrial design', 'NFT art']"
835,https://directory.art/artist/farboduniqueart/post/116177d67761256342c3835f40a7634496fd/,"['3D art', 'Digital art', 'Industrial design', 'NFT art']"
836,https://directory.art/artist/kidszab/post/1493c27f2d810ae84c76a17ea3a9577799c2/,"['3D art', 'Animation']"
837,https://directory.art/artist/kidszab/post/1493c7e048a14f0849409b0e0bf62fe17866/,"['3D art', 'Animation']"
838,https://directory.art/artist/kidszab/post/1493b2d08b669f6d47e783153f67322503bc/,"['3D art', 'Animation']"
839,https://directory.art/artist/kidszab/post/14932046b521d94e4137b48373e7428833a9/,"['3D art', 'Animation']"
840,https://directory.art/artist/kidszab/post/14931214a2c7a6614f519e1ed4f33101eb29/,"['3D art', 'Animation']"
841,https://directory.art/artist/kidszab/post/1493b3b3acf41080422a9737a92a793d55eb/,"['3D art', 'Animation']"
842,https://directory.art/artist/kidszab/post/14932c49d4044ea84b7089f576273b88f5af/,"['3D art', 'Animation']"
843,https://directory.art/artist/mahsaali/post/1509eeb2c6bd34e141bfa83fb5406e3019fc/,"['3D art', 'Animation', 'Digital art', 'NFT art']"
844,https://directory.art/artist/mahsaali/post/15099f7ceecfe45e439d9e4081fc3f483a48/,"['3D art', 'Animation', 'Digital art', 'NFT art']"
845,https://directory.art/artist/mahsaali/post/1509e14cc4f5dcf546ca8f18acfd57514944/,"['3D art', 'Animation', 'Digital art', 'NFT art']"
846,https://directory.art/artist/mahnaz/post/13f1486d97587647aa9c8cd402cc87fd23/,"['Abstract art', 'Conceptual art', 'Digital art', 'NFT art', 'Nude art', 'Painting']"
847,https://directory.art/artist/mahnaz/post/139f0543f157914584b691036184544935/,"['Abstract art', 'Conceptual art', 'Digital art', 'NFT art', 'Nude art', 'Painting']"
848,https://directory.art/artist/mahnaz/post/133376d472305b403cac3e36bd4206433b/,"['Abstract art', 'Conceptual art', 'Digital art', 'NFT art', 'Nude art', 'Painting']"
849,https://directory.art/artist/mahnaz/post/134d234f8b2a3347c9a653f67581198fef/,"['Abstract art', 'Conceptual art', 'Digital art', 'NFT art', 'Nude art', 'Painting']"
850,https://directory.art/artist/mahnaz/post/13ba9c740f5f80490481267d118ed0e20e/,"['Abstract art', 'Conceptual art', 'Digital art', 'NFT art', 'Nude art', 'Painting']"
851,https://directory.art/artist/mahnaz/post/1377fe2415ab6e4dc39275c2b6efd64044/,"['Abstract art', 'Conceptual art', 'Digital art', 'NFT art', 'Nude art', 'Painting']"
852,https://directory.art/artist/mahnaz/post/1376d02fdbdd0544d280370e81f3d23a81/,"['Abstract art', 'Conceptual art', 'Digital art', 'NFT art', 'Nude art', 'Painting']"
853,https://directory.art/artist/mahnaz/post/13152735e7de6f488ea849efc3e4c9d394/,"['Abstract art', 'Conceptual art', 'Digital art', 'NFT art', 'Nude art', 'Painting']"
854,https://directory.art/artist/jenk/post/334b9851745c454b8e8f6756c08c59a554/,"['Abstract art', 'Digital art', 'DJing', 'NFT art']"
855,https://directory.art/artist/jenk/post/33b1174126ecab4a6c8e5b886c25913187/,"['Abstract art', 'Digital art', 'DJing', 'NFT art']"
856,https://directory.art/artist/jenk/post/339cf9a6d852074b2da56660e30732f9dc/,"['Abstract art', 'Digital art', 'DJing', 'NFT art']"
857,https://directory.art/artist/dark0/post/3805983ec3ed124ec4bda96a942cd76428/,"['Abstract art', 'Digital art', 'Painting', 'Printmaking']"
858,https://directory.art/artist/dark0/post/385ed771374ddb4d4a8307c33b5bc2094f/,"['Abstract art', 'Digital art', 'Painting', 'Printmaking']"
859,https://directory.art/artist/matthewcherrie/post/122fc4a082c8b4486ea3be916f92630672/,"['Abstract art', 'NFT art', 'Photography', 'Social media content']"
860,https://directory.art/artist/matthewcherrie/post/12f43f6b78d7a2471f97e0603e9eaaa67e/,"['Abstract art', 'NFT art', 'Photography', 'Social media content']"
861,https://directory.art/artist/matthewcherrie/post/122243f122847a4362af71a8bd0d3d0f07/,"['Abstract art', 'NFT art', 'Photography', 'Social media content']"
862,https://directory.art/artist/matthewcherrie/post/129f863f40fb5c480e83b28f2265387332/,"['Abstract art', 'NFT art', 'Photography', 'Social media content']"
863,https://directory.art/artist/matthewcherrie/post/127357d3376a73444baeb04be950a8a100/,"['Abstract art', 'NFT art', 'Photography', 'Social media content']"
864,https://directory.art/artist/matthewcherrie/post/1224ad7b922b094f0fa62641c2810aa3d2/,"['Abstract art', 'NFT art', 'Photography', 'Social media content']"
865,https://directory.art/artist/matthewcherrie/post/129efbf8b18b044c9fa7258ee6ccff8e3f/,"['Abstract art', 'NFT art', 'Photography', 'Social media content']"
866,https://directory.art/artist/matthewcherrie/post/1271663eb47ce84cdebdbe88a176441d07/,"['Abstract art', 'NFT art', 'Photography', 'Social media content']"
867,https://directory.art/artist/matthewcherrie/post/12f7b594876f4c4fa3ba56b8533abd0436/,"['Abstract art', 'NFT art', 'Photography', 'Social media content']"
868,https://directory.art/artist/matthewcherrie/post/12d23f794c20144b26ac4adbd3de81b353/,"['Abstract art', 'NFT art', 'Photography', 'Social media content']"
869,https://directory.art/artist/matthewcherrie/post/12668ffecd14344d13878929e5baf73290/,"['Abstract art', 'NFT art', 'Photography', 'Social media content']"
870,https://directory.art/artist/aqueous/post/46838a10afb72d4e2691d3b53d664658d0/,"['Abstract art', 'Collage', 'Digital art', 'Graphic design', 'Illustration', 'Modelling', 'NFT art', 'Nude art', 'Painting', 'Photography']"
871,https://directory.art/artist/aqueous/post/468ccd06f7b4e844f98db807efffd0031b/,"['Abstract art', 'Collage', 'Digital art', 'Graphic design', 'Illustration', 'Modelling', 'NFT art', 'Nude art', 'Painting', 'Photography']"
872,https://directory.art/artist/aqueous/post/46f148c3e95cb846ff8b622c38035688df/,"['Abstract art', 'Collage', 'Digital art', 'Graphic design', 'Illustration', 'Modelling', 'NFT art', 'Nude art', 'Painting', 'Photography']"
873,https://directory.art/artist/p1x3lboy/post/48734a0aa0d88a4228a1dfb1f045fadc14/,"['Abstract art', 'Digital art']"
874,https://directory.art/artist/p1x3lboy/post/48da2fde82228540a2a951665ecf7adbf8/,"['Abstract art', 'Digital art']"
875,https://directory.art/artist/p1x3lboy/post/4840537e2402484d0f829284d3a1d6632f/,"['Abstract art', 'Digital art']"
876,https://directory.art/artist/unnikrishna/post/59f81073d8dccc4abe943e31b21131134c/,"['Abstract art', 'Animation', 'Calligraphy', 'Conceptual art', 'Copywriting', 'Curator', 'Digital art']"
877,https://directory.art/artist/unnikrishna/post/591d4904c9563547d5a0f1b9f15077b491/,"['Abstract art', 'Animation', 'Calligraphy', 'Conceptual art', 'Copywriting', 'Curator', 'Digital art']"
878,https://directory.art/artist/unnikrishna/post/595955cf6e4d3648afaade69cf522fc139/,"['Abstract art', 'Animation', 'Calligraphy', 'Conceptual art', 'Copywriting', 'Curator', 'Digital art']"
879,https://directory.art/artist/unnikrishna/post/59dd3d054a5e0246f488ce1a9cf286567b/,"['Abstract art', 'Animation', 'Calligraphy', 'Conceptual art', 'Copywriting', 'Curator', 'Digital art']"
880,https://directory.art/artist/kvetcch/post/68f1acd64ab41e425aafa99da53b996f97/,"['Abstract art', 'Collage', 'Digital art', 'NFT art']"
881,https://directory.art/artist/kvetcch/post/687b60ff677fb0434a975c9c2463109adb/,"['Abstract art', 'Collage', 'Digital art', 'NFT art']"
882,https://directory.art/artist/kvetcch/post/680a4887c8c4504b1f8e7d8ad41900d335/,"['Abstract art', 'Collage', 'Digital art', 'NFT art']"
883,https://directory.art/artist/kvetcch/post/68a67ef3b1daf8488bb9df26666513c24e/,"['Abstract art', 'Collage', 'Digital art', 'NFT art']"
884,https://directory.art/artist/kvetcch/post/68e562716610494efea7b1498f49528ed8/,"['Abstract art', 'Collage', 'Digital art', 'NFT art']"
885,https://directory.art/artist/kvetcch/post/68c15a7be39f434034bf35919da28d8dd2/,"['Abstract art', 'Collage', 'Digital art', 'NFT art']"
886,https://directory.art/artist/kvetcch/post/689549a96f7f7b4406bbfe024eb8ba0317/,"['Abstract art', 'Collage', 'Digital art', 'NFT art']"
887,https://directory.art/artist/kvetcch/post/684f03c5e4f7114ef2b9ec5d72ff1b6b59/,"['Abstract art', 'Collage', 'Digital art', 'NFT art']"
888,https://directory.art/artist/kvetcch/post/6829e0bf980df2459a86af28369d28bb24/,"['Abstract art', 'Collage', 'Digital art', 'NFT art']"
889,https://directory.art/artist/kvetcch/post/6864db7cd83d9d47c791d50953a609f731/,"['Abstract art', 'Collage', 'Digital art', 'NFT art']"
890,https://directory.art/artist/kvetcch/post/68a65c2a24e67c4026a727a058747b9544/,"['Abstract art', 'Collage', 'Digital art', 'NFT art']"
891,https://directory.art/artist/kvetcch/post/68191f806b91aa478db91394feaf378735/,"['Abstract art', 'Collage', 'Digital art', 'NFT art']"
892,https://directory.art/artist/kvetcch/post/6884edd95ff537420984ceb2708ddfc135/,"['Abstract art', 'Collage', 'Digital art', 'NFT art']"
893,https://directory.art/artist/kvetcch/post/686c9e080ae85346efa0185a23e6a9a4a3/,"['Abstract art', 'Collage', 'Digital art', 'NFT art']"
894,https://directory.art/artist/kvetcch/post/682852b3780fb448feb5eea1d243b5507e/,"['Abstract art', 'Collage', 'Digital art', 'NFT art']"
895,https://directory.art/artist/kvetcch/post/68954dde58f71d4b9cbf616af2260634fa/,"['Abstract art', 'Collage', 'Digital art', 'NFT art']"
896,https://directory.art/artist/sakehqueen/post/82bc09e2a307ad4215aac314442a175743/,"['Abstract art', 'Digital art', 'Painting', 'Photography']"
897,https://directory.art/artist/sakehqueen/post/82afedfcce85bb4323be6c21648c3ba1c3/,"['Abstract art', 'Digital art', 'Painting', 'Photography']"
898,https://directory.art/artist/sakehqueen/post/826045c5bcdbf8466e98657df7e5d71169/,"['Abstract art', 'Digital art', 'Painting', 'Photography']"
899,https://directory.art/artist/sakehqueen/post/820dd93cd7d4c649359127b8c7dc4b2a8d/,"['Abstract art', 'Digital art', 'Painting', 'Photography']"
900,https://directory.art/artist/sakehqueen/post/82cb2f611b50f24551b9889f4a902db569/,"['Abstract art', 'Digital art', 'Painting', 'Photography']"
901,https://directory.art/artist/sakehqueen/post/82452368f1c2664ef38b56f99377a916fb/,"['Abstract art', 'Digital art', 'Painting', 'Photography']"
902,https://directory.art/artist/sakehqueen/post/827cf2a799d8e049afab62755e656820a8/,"['Abstract art', 'Digital art', 'Painting', 'Photography']"
903,https://directory.art/artist/sakehqueen/post/8223c1752457604c8eb46408c56c24126d/,"['Abstract art', 'Digital art', 'Painting', 'Photography']"
904,https://directory.art/artist/sparkynazaren/post/101bb03ae411d374078a58f1223ea9fac25/,"['Abstract art', 'Digital art']"
905,https://directory.art/artist/sparkynazaren/post/1018b2de92f1eda4308a466023eeaaa69c3/,"['Abstract art', 'Digital art']"
906,https://directory.art/artist/sparkynazaren/post/101b8e39137b6c54131a2c8273aff8fdf45/,"['Abstract art', 'Digital art']"
907,https://directory.art/artist/artsarity/post/106523ba374d93045b99ad991a5d6db9ebc/,"['Abstract art', 'Animation', 'Digital art', 'Drawing', 'Illustration', 'NFT art', 'Painting']"
908,https://directory.art/artist/artsarity/post/106ced321bb231a41ba9f617eb1f540a08a/,"['Abstract art', 'Animation', 'Digital art', 'Drawing', 'Illustration', 'NFT art', 'Painting']"
909,https://directory.art/artist/artsarity/post/106490c4d74c2e24ae79b0045f2e10109d4/,"['Abstract art', 'Animation', 'Digital art', 'Drawing', 'Illustration', 'NFT art', 'Painting']"
910,https://directory.art/artist/artsarity/post/106ed6e8fb9e6c3406d9154a5fd951238b2/,"['Abstract art', 'Animation', 'Digital art', 'Drawing', 'Illustration', 'NFT art', 'Painting']"
911,https://directory.art/artist/artsarity/post/106efa045aaf3484b67b400e5570a5066d5/,"['Abstract art', 'Animation', 'Digital art', 'Drawing', 'Illustration', 'NFT art', 'Painting']"
912,https://directory.art/artist/artsarity/post/10694b1f2e3e4d44a26bf616e31e961a33c/,"['Abstract art', 'Animation', 'Digital art', 'Drawing', 'Illustration', 'NFT art', 'Painting']"
913,https://directory.art/artist/artsarity/post/10674a74713f05d4b1e8d9ae26add196f33/,"['Abstract art', 'Animation', 'Digital art', 'Drawing', 'Illustration', 'NFT art', 'Painting']"
914,https://directory.art/artist/artsarity/post/1069fb0247faefa48d69d805b08537708a0/,"['Abstract art', 'Animation', 'Digital art', 'Drawing', 'Illustration', 'NFT art', 'Painting']"
915,https://directory.art/artist/artsarity/post/10611c4685cf64f4287a93ebbe68b0efff9/,"['Abstract art', 'Animation', 'Digital art', 'Drawing', 'Illustration', 'NFT art', 'Painting']"
916,https://directory.art/artist/artsarity/post/106b9f6527c8c0446c398ecfaf9cad403fd/,"['Abstract art', 'Animation', 'Digital art', 'Drawing', 'Illustration', 'NFT art', 'Painting']"
917,https://directory.art/artist/mich_viljoen/post/1085e43d6ca371c4e0c82b7c9b4dd7eb76b/,"['Abstract art', 'Digital art', 'NFT art', 'Painting', 'Photography']"
918,https://directory.art/artist/mich_viljoen/post/1086cb2e7ac65264ddabb9e59e88a286701/,"['Abstract art', 'Digital art', 'NFT art', 'Painting', 'Photography']"
919,https://directory.art/artist/mich_viljoen/post/1089b2bd5d235ad41b59f0505a6a5a525ad/,"['Abstract art', 'Digital art', 'NFT art', 'Painting', 'Photography']"
920,https://directory.art/artist/mich_viljoen/post/108872a835e173c4a6189ee73ee832e1cda/,"['Abstract art', 'Digital art', 'NFT art', 'Painting', 'Photography']"
921,https://directory.art/artist/raecreate/post/123a5deb5bd6445418e987f619448f7b717/,"['Abstract art', 'Conceptual art', 'Curator', 'Installation art', 'NFT art', 'Performance art', 'Photography', 'Sculpture']"
922,https://directory.art/artist/raecreate/post/123efc3b8b6214c417aa42f8ae482023529/,"['Abstract art', 'Conceptual art', 'Curator', 'Installation art', 'NFT art', 'Performance art', 'Photography', 'Sculpture']"
923,https://directory.art/artist/raecreate/post/123cc439806b7424f8194446a8a8d848bf9/,"['Abstract art', 'Conceptual art', 'Curator', 'Installation art', 'NFT art', 'Performance art', 'Photography', 'Sculpture']"
924,https://directory.art/artist/raecreate/post/123713d65065bd74326bcc9453c8724d3c8/,"['Abstract art', 'Conceptual art', 'Curator', 'Installation art', 'NFT art', 'Performance art', 'Photography', 'Sculpture']"
925,https://directory.art/artist/raecreate/post/12366a64cb9d1cf49cbb83e97009e14ce28/,"['Abstract art', 'Conceptual art', 'Curator', 'Installation art', 'NFT art', 'Performance art', 'Photography', 'Sculpture']"
926,https://directory.art/artist/raecreate/post/123ffa6637d729f4932ba38e846479ebee3/,"['Abstract art', 'Conceptual art', 'Curator', 'Installation art', 'NFT art', 'Performance art', 'Photography', 'Sculpture']"
927,https://directory.art/artist/raecreate/post/123ade082b474d94b5782a080f6eebe9da3/,"['Abstract art', 'Conceptual art', 'Curator', 'Installation art', 'NFT art', 'Performance art', 'Photography', 'Sculpture']"
928,https://directory.art/artist/raecreate/post/123037d0d6172c746bbac1b108ebc70cc69/,"['Abstract art', 'Conceptual art', 'Curator', 'Installation art', 'NFT art', 'Performance art', 'Photography', 'Sculpture']"
929,https://directory.art/artist/raecreate/post/123844b3ed602544f218013b87ffd75ddf6/,"['Abstract art', 'Conceptual art', 'Curator', 'Installation art', 'NFT art', 'Performance art', 'Photography', 'Sculpture']"
930,https://directory.art/artist/raecreate/post/12304b9d3fdb3ea4e858fefff7c12bd44c4/,"['Abstract art', 'Conceptual art', 'Curator', 'Installation art', 'NFT art', 'Performance art', 'Photography', 'Sculpture']"
931,https://directory.art/artist/raecreate/post/123c113d9b7b05a48658fde75a410865f68/,"['Abstract art', 'Conceptual art', 'Curator', 'Installation art', 'NFT art', 'Performance art', 'Photography', 'Sculpture']"
932,https://directory.art/artist/raecreate/post/1237bc6208d3704412983f65a74bedcfcfc/,"['Abstract art', 'Conceptual art', 'Curator', 'Installation art', 'NFT art', 'Performance art', 'Photography', 'Sculpture']"
933,https://directory.art/artist/raecreate/post/123fd43e88bbde84a66a71e30c652b19825/,"['Abstract art', 'Conceptual art', 'Curator', 'Installation art', 'NFT art', 'Performance art', 'Photography', 'Sculpture']"
934,https://directory.art/artist/raecreate/post/1230f0fba3cd48c418abfacaeaee51f1e28/,"['Abstract art', 'Conceptual art', 'Curator', 'Installation art', 'NFT art', 'Performance art', 'Photography', 'Sculpture']"
935,https://directory.art/artist/ernesto/post/1397484dcbbc652425a97aaa6bde6e93f4d/,"['Abstract art', 'Conceptual art', 'Digital art', 'Music composition', 'NFT art', 'Video art']"
936,https://directory.art/artist/ernesto/post/139e88c64b3720b45d0bc4dfc684698b2f2/,"['Abstract art', 'Conceptual art', 'Digital art', 'Music composition', 'NFT art', 'Video art']"
937,https://directory.art/artist/ernesto/post/13947aeeae8efb94394a09a16faff8142f6/,"['Abstract art', 'Conceptual art', 'Digital art', 'Music composition', 'NFT art', 'Video art']"
938,https://directory.art/artist/ernesto/post/1392486ef74f3064624947482f4a6e377e3/,"['Abstract art', 'Conceptual art', 'Digital art', 'Music composition', 'NFT art', 'Video art']"
939,https://directory.art/artist/ernesto/post/139d152b185f43c453e875adfe9ee59e908/,"['Abstract art', 'Conceptual art', 'Digital art', 'Music composition', 'NFT art', 'Video art']"
940,https://directory.art/artist/degenerate_generated/post/1241d5d65f77f214c0e9cc6f138da4bc875/,['Abstract art']
941,https://directory.art/artist/degenerate_generated/post/12427c6f888047d4657bb862a80eb3f3f7e/,['Abstract art']
942,https://directory.art/artist/degenerate_generated/post/12459ee187b9ecb49de9f8f565fc1433d98/,['Abstract art']
943,https://directory.art/artist/gfharperartist/post/1610304b563b0c6495881a3642613bac3a1/,"['Abstract art', 'Conceptual art', 'Digital art', 'Illustration', 'NFT art', 'Painting', 'Poetry']"
944,https://directory.art/artist/gfharperartist/post/161eb7a653e5dd54cbbae1f7d056753f2c6/,"['Abstract art', 'Conceptual art', 'Digital art', 'Illustration', 'NFT art', 'Painting', 'Poetry']"
945,https://directory.art/artist/gfharperartist/post/16121b4788a4f3a431d89653af8aaeb612f/,"['Abstract art', 'Conceptual art', 'Digital art', 'Illustration', 'NFT art', 'Painting', 'Poetry']"
946,https://directory.art/artist/lalagarcia/post/168ccf5019049994192aa5f4f86e1fd65d0/,"['Abstract art', 'Collage', 'Digital art', 'NFT art']"
947,https://directory.art/artist/lalagarcia/post/1688d850bb5bb1f4f58a10a6188a7198276/,"['Abstract art', 'Collage', 'Digital art', 'NFT art']"
948,https://directory.art/artist/lalagarcia/post/168b381083dbab14c9e9964a73cdd1b281c/,"['Abstract art', 'Collage', 'Digital art', 'NFT art']"
949,https://directory.art/artist/lalagarcia/post/1680df911b878c340b3b254dba052daa515/,"['Abstract art', 'Collage', 'Digital art', 'NFT art']"
950,https://directory.art/artist/lalagarcia/post/168e9941bfbd3ac41b3a2d725686854d01b/,"['Abstract art', 'Collage', 'Digital art', 'NFT art']"
951,https://directory.art/artist/lalagarcia/post/168978c34afa78849acaee52d1639bc5cc7/,"['Abstract art', 'Collage', 'Digital art', 'NFT art']"
952,https://directory.art/artist/lalagarcia/post/1685d951fbb012b4dd09c62db171419ea71/,"['Abstract art', 'Collage', 'Digital art', 'NFT art']"
953,https://directory.art/artist/xoj9/post/177f1736f29d29540acb3cb80d2cd10803e/,"['Abstract art', 'Collage', 'Conceptual art', 'Digital art', 'NFT art', 'Painting', 'Pop art']"
954,https://directory.art/artist/xoj9/post/1771f8f340693834856a7919e785895c72e/,"['Abstract art', 'Collage', 'Conceptual art', 'Digital art', 'NFT art', 'Painting', 'Pop art']"
955,https://directory.art/artist/xoj9/post/1778ad6fc49730c43e781e80f1af01a572d/,"['Abstract art', 'Collage', 'Conceptual art', 'Digital art', 'NFT art', 'Painting', 'Pop art']"
956,https://directory.art/artist/ishika_guha/post/179f8c84eb033114f2b98e6d047abd55bd6/,"['Abstract art', 'Digital art', 'Drawing', 'Painting']"
957,https://directory.art/artist/ishika_guha/post/179656174a90940461692038859744c9c47/,"['Abstract art', 'Digital art', 'Drawing', 'Painting']"
958,https://directory.art/artist/ishika_guha/post/179a89d042617414b4789cc027a8c472475/,"['Abstract art', 'Digital art', 'Drawing', 'Painting']"
959,https://directory.art/artist/ishika_guha/post/17994845a19dfdd4fd48875ad21a7b782ee/,"['Abstract art', 'Digital art', 'Drawing', 'Painting']"
